Date mutation;Nature mutation;Valeur fonciere;No voie;Type de voie;Code voie;Voie;Code postal;Commune;Code departement;Code commune;Prefixe de section;Section;No plan;No Volume;1er lot;Surface Carrez du 1er lot;2eme lot;Surface Carrez du 2eme lot;3eme lot;Surface Carrez du 3eme lot;4eme lot;Surface Carrez du 4eme lot;5eme lot;Surface Carrez du 5eme lot;Nombre de lots;Code type local;Type local;Surface reelle bati;Nombre pieces principales;Surface terrain
09/01/2020;Vente;167000000;455;PROM;240;DES ANGLAIS;6200;NICE;6;88;;NZ;581;;208;;;;;;;;;;1;4;Local industriel. commercial ou assimil̩;85;0;
09/01/2020;Vente;167000000;455;PROM;240;DES ANGLAIS;6200;NICE;6;88;;NZ;581;;217;;;;;;;;;;1;4;Local industriel. commercial ou assimil̩;38;0;
09/01/2020;Vente;167000000;455;PROM;240;DES ANGLAIS;6200;NICE;6;88;;NZ;581;;213;;;;;;;;;;1;4;Local industriel. commercial ou assimil̩;117;0;
06/01/2020;Vente;13300000;25;BD;3357;JEAN BEHRA;6100;NICE;6;88;;DZ;181;;55;;;;;;;;;;1;2;Appartement;29;1;
07/01/2020;Vente;66600000;20;AV;5170;DES PLATANES;6100;NICE;6;88;;EA;582;;7;12549;;;;;;;;;1;3;D̩pendance;0;0;
07/01/2020;Vente;66600000;20;AV;5170;DES PLATANES;6100;NICE;6;88;;EA;582;;4;;5;;7;125,49;;;;;3;1;Maison;118;4;
15/01/2020;Vente;23000000;89;BD;2630;FRANCOIS GROSSO;6000;NICE;6;88;;MI;117;;1528;;1606;7143;;;;;;;2;2;Appartement;71;4;
15/01/2020;Vente;27800000;8;AV;1715;CORNICHE FLEURIE;6200;NICE;6;88;;NO;255;;32;4647;;;;;;;;;1;2;Appartement;47;2;
15/01/2020;Vente;27800000;8;AV;1715;CORNICHE FLEURIE;6200;NICE;6;88;;NO;255;;3;;;;;;;;;;1;3;D̩pendance;0;0;
17/01/2020;Vente;3900000;21;BD;1265;DE CESSOLE;6100;NICE;6;88;;LW;108;;42;;;;;;;;;;1;3;D̩pendance;0;0;
27/01/2020;Vente;7000000;12;AV;1045;DE LA CALIFORNIE;6200;NICE;6;88;;MP;491;;441;;;;;;;;;;1;4;Local industriel. commercial ou assimil̩;17;0;
10/01/2020;Vente;18500000;19;AV;4880;PAUL ARENE;6000;NICE;6;88;;MH;23;;22;;;;;;;;;;1;2;Appartement;80;3;
27/01/2020;Vente;11600000;70;AV;900;DE LA BORNALA;6200;NICE;6;88;;NC;12;;147;3383;60;;;;;;;;2;2;Appartement;35;2;
07/01/2020;Vente;18000000;74;AV;1045;DE LA CALIFORNIE;6200;NICE;6;88;;NE;235;;15;4760;;;;;;;;;1;2;Appartement;47;2;
09/01/2020;Vente;13300000;22;BD;6485;DU TZAREWITCH;6000;NICE;6;88;;MH;296;;536;;697;;;;;;;;2;2;Appartement;36;1;
07/01/2020;Vente en l'̩tat futur d'ach̬vement;75400000;;;;;;NICE;6;88;;NA;175;;3093;;;;;;;;;;1;;;;;
07/01/2020;Vente en l'̩tat futur d'ach̬vement;75400000;;;;;;NICE;6;88;;NA;175;;3059;;;;;;;;;;1;;;;;
10/01/2020;Vente;34500000;76;BD;4483;NAPOLEON III;6200;NICE;6;88;;NH;255;;811;;876;;;;;;;;2;2;Appartement;77;3;
07/01/2020;Vente;10160000;126;AV;1045;DE LA CALIFORNIE;6200;NICE;6;88;;NE;229;;123;;;;;;;;;;1;2;Appartement;21;1;
13/01/2020;Vente;14000000;47;RUE;1005;CAFFARELLI;6000;NICE;6;88;;KX;191;;99;;;;;;;;;;1;2;Appartement;37;1;
10/01/2020;Vente;21700000;308;AV;6035;SAINTE MARGUERITE;6200;NICE;6;88;;OM;191;;5;;;;;;;;;;1;3;D̩pendance;0;0;
10/01/2020;Vente;21700000;308;AV;6035;SAINTE MARGUERITE;6200;NICE;6;88;;OM;191;;36;;;;;;;;;;1;2;Appartement;45;2;
03/01/2020;Vente;59500000;;;B098;LOU GRAN BOUASC;6200;NICE;6;88;;AC;107;;;;;;;;;;;;0;1;Maison;160;5;1021
09/01/2020;Vente;13500000;26;AV;3550;DE LA LANTERNE;6200;NICE;6;88;;NW;20;;23;5189;41;;;;;;;;2;2;Appartement;50;2;
10/01/2020;Vente;15100000;9001;ALL;5576;PRIVEE ROSE DE FRANCE;6200;NICE;6;88;;NW;290;;612;;885;;;;;;;;2;2;Appartement;48;2;
27/01/2020;Vente;17000000;25;AV;5260;PRIMEROSE;6000;NICE;6;88;;MI;18;;15;5171;33;5171;;;;;;;2;2;Appartement;53;3;
09/01/2020;Vente;37000000;174;AV;3550;DE LA LANTERNE;6200;NICE;6;88;;NO;174;;350;;;;;;;;;;1;3;D̩pendance;0;0;
09/01/2020;Vente;37000000;174;AV;3550;DE LA LANTERNE;6200;NICE;6;88;;NO;174;;314;8518;321;;;;;;;;2;2;Appartement;86;3;
13/01/2020;Vente;57000000;60;BD;4483;NAPOLEON III;6200;NICE;6;88;;NH;255;;411;;;;;;;;;;1;3;D̩pendance;0;0;
13/01/2020;Vente;57000000;52;BD;4483;NAPOLEON III;6200;NICE;6;88;;NH;255;;122;;47;;;;;;;;2;2;Appartement;94;4;
10/01/2020;Vente;15300000;22;RUE;3358;JEAN CANAVESE;6100;NICE;6;88;;EA;416;;161;5605;3;;;;;;;;2;2;Appartement;55;2;
15/01/2020;Vente;14900000;220;COR;3887;DE MAGNAN;6000;NICE;6;88;;ML;330;;197;;;;;;;;;;1;3;D̩pendance;0;0;
15/01/2020;Vente;14900000;220;COR;3887;DE MAGNAN;6000;NICE;6;88;;ML;330;;219;;66;;;;;;;;2;2;Appartement;37;2;
02/01/2020;Vente;44500000;211;AV;3550;DE LA LANTERNE;6200;NICE;6;88;;NM;41;;9;;;;;;;;;;1;2;Appartement;73;3;
02/01/2020;Vente;44500000;211;AV;3550;DE LA LANTERNE;6200;NICE;6;88;;NM;41;;33;;;;;;;;;;1;3;D̩pendance;0;0;
17/01/2020;Vente;6750000;8;BD;3220;HENRI SAPPIA;6100;NICE;6;88;;EK;74;;1614;;1663;5670;;;;;;;2;2;Appartement;56;3;
27/01/2020;Vente;13400000;44;BD;4483;NAPOLEON III;6200;NICE;6;88;;NB;139;;2003;2761;2081;;;;;;;;2;2;Appartement;27;1;
15/01/2020;Vente;11050000;19;AV;50;AIME MARTIN;6200;NICE;6;88;;MP;128;;3;;7;;;;;;;;2;2;Appartement;20;2;
15/01/2020;Vente;23200000;26;BD;3875;MAGNAN;6200;NICE;6;88;;MP;37;;23;;57;6369;;;;;;;2;2;Appartement;63;3;
15/01/2020;Vente;23200000;26;BD;3875;MAGNAN;6200;NICE;6;88;;MP;37;;4;;;;;;;;;;1;3;D̩pendance;0;0;
13/01/2020;Vente;15400000;9;RUE;2121;DUNOYER DE SEGONZAC;6200;NICE;6;88;;NZ;55;;1168;;168;4695;;;;;;;2;2;Appartement;47;2;
10/01/2020;Vente;17160000;8;AV;2955;GLORIA;6200;NICE;6;88;;MP;185;;12;;;;;;;;;;1;3;D̩pendance;0;0;
10/01/2020;Vente;17160000;8;AV;2955;GLORIA;6200;NICE;6;88;;MP;304;;36;5544;5;;;;;;;;2;2;Appartement;54;2;
10/01/2020;Vente;30700000;16;AV;267;ANTOINE MARTIN;6200;NICE;6;88;;OI;181;;3005;;;;;;;;;;1;3;D̩pendance;0;0;
10/01/2020;Vente;30700000;16;AV;267;ANTOINE MARTIN;6200;NICE;6;88;;OI;181;;7;;;;;;;;;;1;3;D̩pendance;0;0;
10/01/2020;Vente;30700000;16;AV;267;ANTOINE MARTIN;6200;NICE;6;88;;OI;181;;3027;;;;;;;;;;1;2;Appartement;67;3;
10/01/2020;Vente;12700000;2;RTE;745;DE BELLET;6200;NICE;6;88;;MR;252;;21;;;;;;;;;;1;4;Local industriel. commercial ou assimil̩;44;0;
10/01/2020;Vente;12700000;2;RTE;745;DE BELLET;6200;NICE;6;88;;MR;252;;21;;;;;;;;;;1;4;Local industriel. commercial ou assimil̩;86;0;
24/01/2020;Vente;28000000;170;BD;4483;NAPOLEON III;6200;NICE;6;88;;NS;211;;47;;;;;;;;;;1;3;D̩pendance;0;0;
24/01/2020;Vente;28000000;170;BD;4483;NAPOLEON III;6200;NICE;6;88;;NS;211;;65;;;;;;;;;;1;3;D̩pendance;0;0;
24/01/2020;Vente;28000000;170;BD;4483;NAPOLEON III;6200;NICE;6;88;;NS;211;;111;;60;;;;;;;;2;2;Appartement;60;3;
24/01/2020;Vente;60000000;265;RTE;745;DE BELLET;6200;NICE;6;88;;CT;307;;;;;;;;;;;;0;1;Maison;124;3;1241
24/01/2020;Vente;60000000;265;RTE;745;DE BELLET;6200;NICE;6;88;;CT;307;;;;;;;;;;;;0;1;Maison;124;3;1017
24/01/2020;Vente;60000000;265;RTE;745;DE BELLET;6200;NICE;6;88;;CT;350;;;;;;;;;;;;0;;;;;8
23/01/2020;Vente;31450000;50;AV;1715;CORNICHE FLEURIE;6200;NICE;6;88;;NM;223;;123;;;;;;;;;;1;3;D̩pendance;0;0;
23/01/2020;Vente;31450000;50;AV;1715;CORNICHE FLEURIE;6200;NICE;6;88;;NM;223;;86;;;;;;;;;;1;3;D̩pendance;0;0;
23/01/2020;Vente;31450000;50;AV;1715;CORNICHE FLEURIE;6200;NICE;6;88;;NM;223;;118;;99;;;;;;;;2;2;Appartement;64;3;
24/01/2020;Vente;3000000;20;AV;4390;MONT RABEAU;6200;NICE;6;88;;MP;167;;986;;;;;;;;;;1;3;D̩pendance;0;0;
14/01/2020;Vente;3500000;8;AV;4975;DU PETIT FABRON;6200;NICE;6;88;;MP;178;;22;;;;;;;;;;1;3;D̩pendance;0;0;
06/01/2020;Vente;3000000;15;RUE;3600;LEON BERTRAND;6200;NICE;6;88;;NX;24;;164;;;;;;;;;;1;3;D̩pendance;0;0;
24/01/2020;Vente;21900000;144;RUE;2595;DE FRANCE;6000;NICE;6;88;;MO;442;;6739;4674;;;;;;;;;1;2;Appartement;46;3;
24/01/2020;Vente;21900000;144;RUE;2595;DE FRANCE;6000;NICE;6;88;;MO;442;;6071;;;;;;;;;;1;3;D̩pendance;0;0;
28/01/2020;Vente;8500000;204;BD;3820;DE LA MADELEINE;6000;NICE;6;88;;ML;16;;11;;;;;;;;;;1;2;Appartement;25;1;
06/01/2020;Vente;21500000;98;AV;1715;CORNICHE FLEURIE;6200;NICE;6;88;;OL;245;;19;;;;;;;;;;1;3;D̩pendance;0;0;
06/01/2020;Vente;21500000;98;AV;1715;CORNICHE FLEURIE;6200;NICE;6;88;;OL;245;;5;;;;;;;;;;1;2;Appartement;40;2;
03/01/2020;Vente;44500000;123;PROM;240;DES ANGLAIS;6200;NICE;6;88;;MP;278;;4;;;;;;;;;;1;2;Appartement;54;2;
13/01/2020;Vente;14586000;3;RUE;230;ANDRIOLI;6000;NICE;6;88;;KW;279;;39;;41;4101;;;;;;;2;2;Appartement;43;2;
24/01/2020;Vente;24000000;64;AV;1045;DE LA CALIFORNIE;6200;NICE;6;88;;NE;139;;125;;;;;;;;;;1;2;Appartement;57;3;
24/01/2020;Vente;24000000;64;AV;1045;DE LA CALIFORNIE;6200;NICE;6;88;;NE;139;;131;;;;;;;;;;1;2;Appartement;57;3;
09/01/2020;Vente;12000000;73;BD;3220;HENRI SAPPIA;6100;NICE;6;88;;DY;170;;467;;553;;;;;;;;2;4;Local industriel. commercial ou assimil̩;147;0;
09/01/2020;Vente;12000000;73;BD;3220;HENRI SAPPIA;6100;NICE;6;88;;DY;170;;554;;;;;;;;;;1;4;Local industriel. commercial ou assimil̩;57;0;
20/01/2020;Vente;17200000;21;AV;3734;LOUIS CAPPATTI;6200;NICE;6;88;;OI;380;;118;;;;;;;;;;1;3;D̩pendance;0;0;
20/01/2020;Vente;17200000;21;AV;3734;LOUIS CAPPATTI;6200;NICE;6;88;;OI;380;;74;;;;;;;;;;1;2;Appartement;32;1;
13/01/2020;Vente;29750000;91;PROM;240;DES ANGLAIS;6000;NICE;6;88;;MO;184;;86;;;;;;;;;;1;2;Appartement;43;1;
10/01/2020;Vente;8500000;30;AV;900;DE LA BORNALA;6200;NICE;6;88;;MR;413;;38;;;;;;;;;;1;2;Appartement;17;1;
16/01/2020;Vente;24750000;30;AV;2370;DE FABRON;6200;NICE;6;88;;ND;221;;224;;;;;;;;;;1;2;Appartement;49;2;
16/01/2020;Vente;24750000;30;AV;2370;DE FABRON;6200;NICE;6;88;;ND;221;;535;;;;;;;;;;1;3;D̩pendance;0;0;
10/01/2020;Vente;58750000;72;ACH;3545;ANC CHE DE LA LANTERNE;6200;NICE;6;88;;NT;214;;132;;;;;;;;;;1;3;D̩pendance;0;0;
10/01/2020;Vente;58750000;72;ACH;3545;ANC CHE DE LA LANTERNE;6200;NICE;6;88;;NT;214;;133;;;;;;;;;;1;3;D̩pendance;0;0;
10/01/2020;Vente;58750000;72;ACH;3545;ANC CHE DE LA LANTERNE;6200;NICE;6;88;;NT;214;;4;;61;;;;;;;;2;2;Appartement;148;5;
13/01/2020;Vente;14500000;5;RUE;1005;CAFFARELLI;6000;NICE;6;88;;KX;120;;34;2660;;;;;;;;;1;2;Appartement;27;1;
08/01/2020;Vente;20000000;25;BD;2755;GAMBETTA;6000;NICE;6;88;;KW;235;;19;;9;;;;;;;;2;2;Appartement;93;4;
14/01/2020;Vente en l'̩tat futur d'ach̬vement;25500000;37;AV;1715;CORNICHE FLEURIE;6200;NICE;6;88;;NO;218;;42;;;;;;;;;;1;;;;;
14/01/2020;Vente en l'̩tat futur d'ach̬vement;25500000;37;AV;1715;CORNICHE FLEURIE;6200;NICE;6;88;;NO;218;;21;;;;;;;;;;1;;;;;
13/01/2020;Vente;27880000;116;AV;1805;CYRILLE BESSET;6100;NICE;6;88;;EA;238;;75;;;;;;;;;;1;3;D̩pendance;0;0;
13/01/2020;Vente;27880000;116;AV;1805;CYRILLE BESSET;6100;NICE;6;88;;EA;238;;64;9123;84;;85;;;;;;3;2;Appartement;90;4;
23/01/2020;Vente;11900000;36;AV;6227;SIMONE VEIL;6200;NICE;6;88;;OH;414;;117;;;;;;;;;;1;2;Appartement;62;3;
23/01/2020;Vente;11900000;36;AV;6227;SIMONE VEIL;6200;NICE;6;88;;OH;414;;462;;;;;;;;;;1;3;D̩pendance;0;0;
16/01/2020;Vente;15513000;2;BD;2630;FRANCOIS GROSSO;6000;NICE;6;88;;KW;370;;46;;;;;;;;;;1;2;Appartement;29;2;
20/01/2020;Vente;12500000;17;AV;4530;NOUVELLE;6100;NICE;6;88;;EH;356;;61;;;;;;;;;;1;3;D̩pendance;0;0;
20/01/2020;Vente;12500000;17;AV;4530;NOUVELLE;6100;NICE;6;88;;EH;356;;130;4608;;;;;;;;;1;2;Appartement;52;3;
17/01/2020;Vente;14000000;22;RUE;3745;LOUIS DE COPPET;6000;NICE;6;88;;MO;70;;30;;76;;;;;;;;2;2;Appartement;35;1;
06/01/2020;Vente;55000000;3;CHE;1532;DU COLLET DES GRECS;6200;NICE;6;88;;AR;203;;;;;;;;;;;;0;1;Maison;151;5;639
20/01/2020;Vente;26500000;252;AV;3550;DE LA LANTERNE;6200;NICE;6;88;;NM;126;;24;;42;;;;;;;;2;2;Appartement;35;1;
20/01/2020;Vente;26500000;252;AV;3550;DE LA LANTERNE;6200;NICE;6;88;;NM;126;;448;;;;;;;;;;1;3;D̩pendance;0;0;
14/01/2020;Vente;18194300;96;BD;3357;JEAN BEHRA;6100;NICE;6;88;;DY;219;;253;;;;;;;;;;1;3;D̩pendance;0;0;
14/01/2020;Vente;18194300;96;BD;3357;JEAN BEHRA;6100;NICE;6;88;;DY;219;;253;;330;;;;;;;;2;2;Appartement;48;2;
10/01/2020;Vente;2500000;188;AV;3550;DE LA LANTERNE;6200;NICE;6;88;;NO;228;;35;;;;;;;;;;1;3;D̩pendance;0;0;
17/01/2020;Vente;9100000;52;BD;3475;JOSEPH GARNIER;6000;NICE;6;88;;LW;189;;15;;54;;;;;;;;2;2;Appartement;21;1;
15/01/2020;Vente;19800000;128;AV;3550;DE LA LANTERNE;6200;NICE;6;88;;NO;95;;173;4650;;;;;;;;;1;2;Appartement;48;2;
15/01/2020;Vente;19800000;128;AV;3550;DE LA LANTERNE;6200;NICE;6;88;;NO;95;;119;;;;;;;;;;1;3;D̩pendance;0;0;
16/01/2020;Vente;17300000;34;AV;2185;EDOUARD GRINDA;6200;NICE;6;88;;NY;13;;7;;;;;;;;;;1;2;Appartement;50;2;
15/01/2020;Vente;18375000;266;AV;6035;SAINTE MARGUERITE;6200;NICE;6;88;;OL;17;;24;;;;;;;;;;1;3;D̩pendance;0;0;
15/01/2020;Vente;18375000;266;AV;6035;SAINTE MARGUERITE;6200;NICE;6;88;;OL;17;;87;4101;;;;;;;;;1;2;Appartement;40;2;
17/01/2020;Vente;43500000;29;AV;660;DES BAUMETTES;6000;NICE;6;88;;MO;121;;4;9918;;;;;;;;;1;2;Appartement;109;4;
15/01/2020;Vente;17700000;17;AV;4530;NOUVELLE;6100;NICE;6;88;;EH;356;;119;5127;;;;;;;;;1;2;Appartement;54;3;
16/01/2020;Vente;56000000;23;AV;6513;VAL MARIE;6200;NICE;6;88;;NH;286;;;;;;;;;;;;0;1;Maison;65;3;652
21/01/2020;Vente;14000000;32;AV;5690;SAINT AUGUSTIN;6200;NICE;6;88;;NW;341;;24;;;;;;;;;;1;2;Appartement;39;2;
10/01/2020;Vente en l'̩tat futur d'ach̬vement;28100000;;AV;2370;DE FABRON;6200;NICE;6;88;;NK;298;;2;;;;;;;;;;1;;;;;
10/01/2020;Vente en l'̩tat futur d'ach̬vement;28100000;;AV;2370;DE FABRON;6200;NICE;6;88;;NK;298;;61;;;;;;;;;;1;;;;;
10/01/2020;Vente en l'̩tat futur d'ach̬vement;49300000;;AV;2370;DE FABRON;6200;NICE;6;88;;NK;298;;19;;;;;;;;;;1;;;;;
10/01/2020;Vente en l'̩tat futur d'ach̬vement;49300000;;AV;2370;DE FABRON;6200;NICE;6;88;;NK;298;;59;;;;;;;;;;1;;;;;
08/01/2020;Vente;11250000;52;AV;2370;DE FABRON;6200;NICE;6;88;;ND;94;;97;;;;;;;;;;1;3;D̩pendance;0;0;
08/01/2020;Vente;11250000;52;AV;2370;DE FABRON;6200;NICE;6;88;;ND;94;;19;2316;;;;;;;;;1;2;Appartement;23;1;
24/01/2020;Vente en l'̩tat futur d'ach̬vement;18900000;155;BD;5422;RENE CASSIN;6200;NICE;6;88;;NZ;342;;3894;;;;;;;;;;1;;;;;
24/01/2020;Vente en l'̩tat futur d'ach̬vement;18900000;155;BD;5422;RENE CASSIN;6200;NICE;6;88;;NZ;342;;22043;;;;;;;;;;1;;;;;
29/01/2020;Vente;44900000;53;PROM;240;DES ANGLAIS;6000;NICE;6;88;;KW;282;;136;;2;;;;;;;;2;2;Appartement;75;2;
23/01/2020;Vente en l'̩tat futur d'ach̬vement;18400000;155;BD;5422;RENE CASSIN;6200;NICE;6;88;;NZ;342;;3896;;;;;;;;;;1;;;;;
23/01/2020;Vente en l'̩tat futur d'ach̬vement;18400000;155;BD;5422;RENE CASSIN;6200;NICE;6;88;;NZ;342;;22037;;;;;;;;;;1;;;;;
23/01/2020;Vente;18000000;4;AV;2460;FLEURS;6000;NICE;6;88;;KX;137;;14;;51;;;;;;;;2;2;Appartement;35;1;
27/01/2020;Vente;22000000;29;BD;1265;DE CESSOLE;6100;NICE;6;88;;LW;572;;13;;24;;;;;;;;2;2;Appartement;67;3;
27/01/2020;Vente;15500000;78;AV;4965;DE PESSICART;6100;NICE;6;88;;LW;419;;45;;;;;;;;;;1;2;Appartement;48;3;
28/01/2020;Vente;12500000;79;AV;5690;SAINT AUGUSTIN;6200;NICE;6;88;;NX;25;;217;;38;;;;;;;;2;2;Appartement;44;2;
03/01/2020;Vente;3000000;44;BD;4483;NAPOLEON III;6200;NICE;6;88;;NB;139;;220;;;;;;;;;;1;3;D̩pendance;0;0;
13/01/2020;Vente;46000000;186;AV;4965;DE PESSICART;6100;NICE;6;88;;LX;137;;112;;;;;;;;;;1;2;Appartement;112;5;
13/01/2020;Vente;46000000;186;AV;4965;DE PESSICART;6100;NICE;6;88;;LX;137;;12;;;;;;;;;;1;3;D̩pendance;0;0;
13/01/2020;Vente;21500000;14;AV;3740;LOUIS COCHOIS;6000;NICE;6;88;;KW;11;;89;;;;;;;;;;1;2;Appartement;29;2;
24/01/2020;Vente en l'̩tat futur d'ach̬vement;23200000;155;BD;5422;RENE CASSIN;6200;NICE;6;88;;NZ;342;;3901;;;;;;;;;;1;;;;;
24/01/2020;Vente en l'̩tat futur d'ach̬vement;23200000;155;BD;5422;RENE CASSIN;6200;NICE;6;88;;NZ;342;;22007;;;;;;;;;;1;;;;;
24/01/2020;Vente en l'̩tat futur d'ach̬vement;24300000;155;BD;5422;RENE CASSIN;6200;NICE;6;88;;NZ;342;;3883;;;;;;;;;;1;;;;;
24/01/2020;Vente en l'̩tat futur d'ach̬vement;24300000;155;BD;5422;RENE CASSIN;6200;NICE;6;88;;NZ;342;;22038;;;;;;;;;;1;;;;;
03/01/2020;Vente;45978400;96;AV;1715;CORNICHE FLEURIE;6200;NICE;6;88;;NM;218;;1035;;;;;;;;;;1;2;Appartement;95;4;
03/01/2020;Vente;45978400;96;AV;1715;CORNICHE FLEURIE;6200;NICE;6;88;;NM;218;;1061;;;;;;;;;;1;3;D̩pendance;0;0;
03/01/2020;Vente;45978400;96;AV;1715;CORNICHE FLEURIE;6200;NICE;6;88;;NM;218;;1007;;;;;;;;;;1;3;D̩pendance;0;0;
06/01/2020;Vente;70050000;29;CHEM;789;DE LA BERGIADE;6100;NICE;6;88;;DP;27;;;;;;;;;;;;0;1;Maison;105;4;2043
06/01/2020;Vente;70050000;29;CHEM;789;DE LA BERGIADE;6100;NICE;6;88;;DP;27;;;;;;;;;;;;0;3;D̩pendance;0;0;2043
06/01/2020;Vente;70050000;29;CHEM;789;DE LA BERGIADE;6100;NICE;6;88;;DP;27;;;;;;;;;;;;0;3;D̩pendance;0;0;781
06/01/2020;Vente;70050000;29;CHEM;789;DE LA BERGIADE;6100;NICE;6;88;;DP;27;;;;;;;;;;;;0;1;Maison;105;4;781
06/01/2020;Vente;70050000;29;CHEM;789;DE LA BERGIADE;6100;NICE;6;88;;DP;27;;;;;;;;;;;;0;3;D̩pendance;0;0;716
06/01/2020;Vente;70050000;29;CHEM;789;DE LA BERGIADE;6100;NICE;6;88;;DP;27;;;;;;;;;;;;0;1;Maison;105;4;716
14/01/2020;Vente;30500000;170;BD;3820;DE LA MADELEINE;6000;NICE;6;88;;ML;49;;;;;;;;;;;;0;1;Maison;58;3;41
14/01/2020;Vente;30500000;170;BD;3820;DE LA MADELEINE;6000;NICE;6;88;;ML;50;;10;;13;;;;;;;;2;2;Appartement;48;3;
14/01/2020;Vente;30500000;131;BD;3820;DE LA MADELEINE;6000;NICE;6;88;;MS;108;;11;;;;;;;;;;1;3;D̩pendance;0;0;
14/01/2020;Vente;23000000;96;BD;3357;JEAN BEHRA;6100;NICE;6;88;;DY;219;;245;;;;;;;;;;1;3;D̩pendance;0;0;
14/01/2020;Vente;23000000;96;BD;3357;JEAN BEHRA;6100;NICE;6;88;;DY;219;;245;;329;;;;;;;;2;2;Appartement;65;3;
15/01/2020;Vente;12022000;84;AV;1045;DE LA CALIFORNIE;6200;NICE;6;88;;NE;116;;11;;6;;;;;;;;2;2;Appartement;45;2;
06/01/2020;Vente;12000000;11;RUE;1365;CHATEAUNEUF;6000;NICE;6;88;;KX;52;;5;;;;;;;;;;1;2;Appartement;27;2;
06/01/2020;Vente;14500000;79;AV;5690;SAINT AUGUSTIN;6200;NICE;6;88;;NX;25;;238;;59;;;;;;;;2;2;Appartement;55;3;
22/01/2020;Vente;21200000;5;RUE;1790;CROS DE CAPEU;6100;NICE;6;88;;LW;638;;272;;;;;;;;;;1;2;Appartement;46;2;
22/01/2020;Vente;21200000;5;RUE;1790;CROS DE CAPEU;6100;NICE;6;88;;LW;638;;56;;;;;;;;;;1;3;D̩pendance;0;0;
09/01/2020;Vente;31000000;80;AV;868;DU BOIS DE CYTHERE;6000;NICE;6;88;;ME;54;;35;;;;;;;;;;1;3;D̩pendance;0;0;
09/01/2020;Vente;31000000;80;AV;868;DU BOIS DE CYTHERE;6000;NICE;6;88;;ME;54;;115;;155;;;;;;;;2;2;Appartement;85;2;
23/01/2020;Vente;3100000;38;RUE;1365;CHATEAUNEUF;6000;NICE;6;88;;KX;4;;30;;;;;;;;;;1;3;D̩pendance;0;0;
23/01/2020;Vente;9000000;12;BD;3220;HENRI SAPPIA;6100;NICE;6;88;;EK;74;;605;;650;;;;;;;;2;2;Appartement;77;4;
23/01/2020;Vente;35311250;201;AV;3550;DE LA LANTERNE;6200;NICE;6;88;;NO;33;;25;;81;;;;;;;;2;2;Appartement;72;3;
23/01/2020;Vente;35311250;201;AV;3550;DE LA LANTERNE;6200;NICE;6;88;;NO;33;;28;;;;;;;;;;1;3;D̩pendance;0;0;
09/01/2020;Vente;12900000;38;BD;3820;DE LA MADELEINE;6000;NICE;6;88;;MN;97;;14;;29;;;;;;;;2;2;Appartement;56;3;
09/01/2020;Vente;48966000;156;RTE;6234;DE LA SIROLE;6100;NICE;6;88;;DR;246;;1;;;;;;;;;;1;1;Maison;99;3;
13/01/2020;Vente;45000000;1;CHE;650;DE LA BATTERIE RUSSE;6200;NICE;6;88;;NP;195;;35;;;;;;;;;;1;3;D̩pendance;0;0;
13/01/2020;Vente;45000000;1;CHE;650;DE LA BATTERIE RUSSE;6200;NICE;6;88;;NP;195;;107;;;;;;;;;;1;2;Appartement;95;4;
13/01/2020;Vente;45000000;1;CHE;650;DE LA BATTERIE RUSSE;6200;NICE;6;88;;NP;195;;36;;;;;;;;;;1;3;D̩pendance;0;0;
28/01/2020;Vente;33000000;39;AV;50;AIME MARTIN;6200;NICE;6;88;;MP;393;;672;;684;;;;;;;;2;2;Appartement;75;3;
23/01/2020;Vente;15500000;62;RUE;458;AUGUSTE PEGURIER;6200;NICE;6;88;;NX;11;;155;;160;;;;;;;;2;2;Appartement;66;4;
07/01/2020;Vente;31200000;5;AV;1715;CORNICHE FLEURIE;6200;NICE;6;88;;NS;180;;29;;;;;;;;;;1;3;D̩pendance;0;0;
07/01/2020;Vente;31200000;5;AV;1715;CORNICHE FLEURIE;6200;NICE;6;88;;NS;180;;35;;57;;;;;;;;2;2;Appartement;55;2;
30/01/2020;Vente;38000000;12;AV;5500;ROBERT SCHUMANN;6000;NICE;6;88;;MN;133;;;;;;;;;;;;0;1;Maison;101;4;710
30/01/2020;Vente;38000000;12;AV;5500;ROBERT SCHUMANN;6000;NICE;6;88;;MN;133;;;;;;;;;;;;0;1;Maison;101;4;515
17/01/2020;Vente;27600000;9001;PL;2520;FONTAINE DU TEMPLE;6100;NICE;6;88;;EH;155;;152;;165;;;;;;;;2;2;Appartement;92;4;
17/01/2020;Vente;28900000;17;AV;3734;LOUIS CAPPATTI;6200;NICE;6;88;;OI;133;;24;;43;8687;;;;;;;2;2;Appartement;89;5;
17/01/2020;Vente;28900000;17;AV;3734;LOUIS CAPPATTI;6200;NICE;6;88;;OI;133;;35;;;;;;;;;;1;3;D̩pendance;0;0;
24/01/2020;Vente;16000000;26;AV;6035;SAINTE MARGUERITE;6200;NICE;6;88;;NS;30;;177;;389;;619;;;;;;3;2;Appartement;57;3;
